Date,Open,High,Low,Close,Adj Close,Volume,Ln,Num
11.03.2016,739.950012,744.900024,736.700012,744.869995,744.869995,1769000,9.540844838,1
14.03.2016,744.969971,754.26001,743.659973,750.23999,750.23999,1641200,9.551208355,2
15.03.2016,746.02002,753.01001,742.840027,750.570007,750.570007,1491600,9.551842831,3
16.03.2016,749.049988,759,746.5,757.359985,757.359985,1465300,9.564835388,4
17.03.2016,757.650024,765.340027,757.359985,758.47998,758.47998,2228200,9.566967291,5
18.03.2016,761.630005,762.140015,751.820007,755.409973,755.409973,2811100,9.56111602,6
21.03.2016,753.909973,763.340027,751.27002,762.159973,762.159973,1438700,9.573950033,7
22.03.2016,758.440002,765,757.880005,760.049988,760.049988,1104800,9.569950497,8
23.03.2016,763.349976,765.390015,756.030029,757.559998,757.559998,1233900,9.565216343,9
24.03.2016,751.200012,757.559998,750.5,754.840027,754.840027,1555800,9.560027117,10
28.03.2016,756.169983,758.299988,752.039978,753.280029,753.280029,1083800,9.557042471,11
29.03.2016,753.679993,767.179993,748.289978,765.890015,765.890015,1987100,9.58099342,12
30.03.2016,768.210022,777.309998,767.580017,768.340027,768.340027,2019800,9.585601103,13
31.03.2016,768.340027,769.080017,758.25,762.900024,762.900024,1627700,9.575350198,14
01.04.2016,757.159973,770.039978,755.200012,769.669983,769.669983,1583700,9.588096173,15
04.04.2016,769.51001,772.440002,761.789978,765.119995,765.119995,1346200,9.579542216,16
05.04.2016,758.130005,762.869995,755.599976,758.570007,758.570007,1223900,9.56713852,17
06.04.2016,757.840027,768.419983,756.299988,768.070007,768.070007,1257100,9.585094004,18
07.04.2016,765.320007,769.359985,757.5,760.119995,760.119995,1274900,9.570083375,19
08.04.2016,765.869995,767.130005,755.77002,759.469971,759.469971,1171700,9.568849112,20
11.04.2016,765.450012,767.219971,757.340027,757.539978,757.539978,1588700,9.565178216,21
12.04.2016,758.429993,764.919983,751.570007,764.320007,764.320007,1366600,9.578032985,22
13.04.2016,770.309998,775.75,764.590027,771.909973,771.909973,1771300,9.592288787,23
14.04.2016,775.359985,779.609985,773.219971,775.390015,775.390015,1348000,9.598778347,24
15.04.2016,775.5,780.929993,774.929993,780,780,1585600,9.607330314,25
18.04.2016,780.190002,788.549988,777.609985,787.679993,787.679993,1669700,9.621465822,26
19.04.2016,790.5,790.950012,770.27002,776.25,776.25,2197600,9.600377553,27
20.04.2016,779.159973,779.659973,771.27002,774.919983,774.919983,1713100,9.597903537,28
21.04.2016,777.309998,781.679993,771.549988,780,780,3881400,9.607330314,29
22.04.2016,743.909973,753.919983,730.369995,737.77002,737.77002,7039900,9.527027355,30
25.04.2016,735.349976,744.880005,735.099976,742.210022,742.210022,2472100,9.535683672,31
26.04.2016,744.419983,745.590027,720.320007,725.369995,725.369995,2793200,9.502573259,32
27.04.2016,725.320007,727.150024,709.080017,721.460022,721.460022,3313100,9.494775643,33
28.04.2016,723.289978,729.26001,703.200012,705.059998,705.059998,3129500,9.461602221,34
29.04.2016,704.119995,712.109985,703.780029,707.880005,707.880005,2913900,9.467361015,35
02.05.2016,711.919983,715.409973,706.359985,714.409973,714.409973,1673800,9.48060841,36
03.05.2016,712.5,713.369995,707.330017,708.440002,708.440002,1931000,9.468501866,37
04.05.2016,706.77002,715.049988,704.049988,711.369995,711.369995,1610200,9.474456314,38
05.05.2016,715,717.549988,709.450012,714.710022,714.710022,1483400,9.481214208,39
06.05.2016,712.200012,725.98999,711.950012,725.179993,725.179993,1997600,9.502195313,40
09.05.2016,726.700012,734.289978,723.5,729.130005,729.130005,1903700,9.510032262,41
10.05.2016,734.960022,740,731.609985,739.380005,739.380005,1627900,9.530172219,42
11.05.2016,740.52002,740.799988,727.900024,730.549988,730.549988,1491700,9.512839183,43
12.05.2016,732,735.369995,724.27002,728.070007,728.070007,1354700,9.507933368,44
13.05.2016,726.619995,731.289978,723.51001,724.830017,724.830017,1262200,9.501498892,45
16.05.2016,724.320007,732.679993,720,730.299988,730.299988,1126900,9.512345397,46
17.05.2016,731.059998,735.849976,718,720.190002,720.190002,1670200,9.492233761,47
18.05.2016,718.5,725.570007,715.02002,721.780029,721.780029,1626800,9.495415415,48
19.05.2016,718.299988,720.5,710.309998,715.309998,715.309998,1529900,9.482424796,49
20.05.2016,716.460022,727.700012,715.01001,721.710022,721.710022,1739900,9.495275479,50
23.05.2016,719.97998,723.5,716.940002,717.25,717.25,1233400,9.486332253,51
24.05.2016,719.849976,734.200012,719.650024,733.030029,733.030029,1894200,9.51772849,52
25.05.2016,735,739.890015,732.599976,738.099976,738.099976,1610800,9.527672433,53
26.05.2016,736,741.099976,733,736.929993,736.929993,1298300,9.525383762,54
27.05.2016,737.51001,747.909973,737.01001,747.599976,747.599976,1740100,9.546122713,55
31.05.2016,748.76001,753.47998,745.570007,748.849976,748.849976,2124200,9.548532909,56
01.06.2016,748.469971,751.369995,744.340027,748.460022,748.460022,1039400,9.547781448,57
02.06.2016,746.099976,747.299988,737,744.27002,744.27002,1693700,9.539682314,58
03.06.2016,741.48999,741.48999,733.909973,735.859985,735.859985,1230400,9.523287475,59
06.06.2016,738.5,738.5,728.289978,730.059998,730.059998,1499600,9.511871223,60
07.06.2016,733.27002,736.710022,730.799988,731.090027,731.090027,1215700,9.513905261,61
08.06.2016,739.5,743.809998,735.77002,742.929993,742.929993,1615700,9.53708246,62
09.06.2016,737.070007,743.929993,736.5,742.52002,742.52002,959000,9.536286114,63
10.06.2016,735.950012,739.640015,730.51001,733.190002,733.190002,1452500,9.518043303,64
13.06.2016,729.820007,739,729.820007,731.880005,731.880005,1167700,9.515463321,65
14.06.2016,729.309998,736,726.5,733.25,733.25,1329200,9.518161356,66
15.06.2016,734.919983,737.150024,731.309998,732.190002,732.190002,1161700,9.516074264,67
16.06.2016,727.960022,730.390015,715.539978,724.25,724.25,2250100,9.500343969,68
17.06.2016,721.390015,721.390015,701.119995,704.25,704.25,4113100,9.459943848,69
20.06.2016,710.309998,715.869995,705.409973,706.130005,706.130005,2282700,9.463790011,70
21.06.2016,710.049988,715.380005,704.659973,708.880005,708.880005,1515900,9.469397627,71
22.06.2016,714.049988,714.210022,705.880005,710.469971,710.469971,1452900,9.472629863,72
23.06.2016,710.549988,714.880005,700.25,714.869995,714.869995,2125000,9.48153709,73
24.06.2016,690.169983,705,684.909973,685.200012,685.200012,4771800,9.420381366,74
27.06.2016,682.48999,683.330017,672.659973,681.140015,681.140015,2907300,9.411807579,75
28.06.2016,691.369995,692.73999,684.849976,691.26001,691.26001,1912300,9.433084657,76
29.06.2016,694.26001,699.5,692.679993,695.190002,695.190002,2156200,9.441263524,77
30.06.2016,697.650024,703.77002,694.900024,703.530029,703.530029,2112500,9.458468194,78
01.07.2016,705.099976,712.530029,703.72998,710.25,710.25,1549200,9.472183116,79
05.07.2016,705.01001,708.119995,699.130005,704.890015,704.890015,1422000,9.461254359,80
06.07.2016,699.840027,713,699,708.969971,708.969971,1445100,9.469580712,81
07.07.2016,710.109985,710.169983,700.669983,707.26001,707.26001,1057600,9.46609688,82
08.07.2016,710.559998,717.900024,708.109985,717.780029,717.780029,1497300,9.487397973,83
11.07.2016,719.419983,728.929993,718.869995,727.200012,727.200012,1441100,9.506208413,84
12.07.2016,731.919983,735.599976,727.5,732.51001,732.51001,1323400,9.516704664,85
13.07.2016,735.52002,735.52002,729.02002,729.47998,729.47998,1021800,9.510724575,86
14.07.2016,733.940002,736.140015,730.590027,735.799988,735.799988,1070400,9.523169843,87
15.07.2016,741,741,734.640015,735.630005,735.630005,1617100,9.522836516,88
18.07.2016,737.909973,755.140015,736.51001,753.200012,753.200012,1934900,9.556889213,89
19.07.2016,749.869995,756.590027,748.48999,753.409973,753.409973,1521800,9.55729132,90
20.07.2016,754.049988,760.640015,754.049988,757.080017,757.080017,1125100,9.564301979,91
21.07.2016,757,758.150024,751.52002,754.409973,754.409973,953100,9.559204938,92
22.07.2016,757.320007,759.450012,752.659973,759.280029,759.280029,1046000,9.568488252,93
25.07.2016,757.679993,759.820007,754.070007,757.52002,757.52002,1073300,9.565140207,94
26.07.2016,757.52002,759.26001,752.75,757.650024,757.650024,1189600,9.565387778,95
27.07.2016,758.969971,764.450012,755.929993,761.969971,761.969971,1576200,9.573590332,96
28.07.2016,768.840027,768.969971,759.090027,765.840027,765.840027,3673200,9.580899255,97
29.07.2016,797.710022,803.940002,790,791.340027,791.340027,5090500,9.628153922,98
01.08.2016,786.669983,807.48999,785.039978,800.940002,800.940002,3029700,9.645550365,99
02.08.2016,797.330017,802.320007,794.530029,800.119995,800.119995,1996400,9.644072569,100
03.08.2016,796.469971,799.539978,793.02002,798.919983,798.919983,1460300,9.641907205,101
04.08.2016,798.23999,800.200012,793.919983,797.25,797.25,1074900,9.638888382,102
05.08.2016,800.109985,807.219971,797.809998,806.929993,806.929993,1807300,9.656299705,103
08.08.2016,806,807.599976,801.690002,805.22998,805.22998,1221300,9.653257077,104
09.08.2016,804.48999,813.330017,804.059998,807.47998,807.47998,1607700,9.657282681,105
10.08.2016,807.049988,810.880005,806.48999,808.48999,808.48999,918500,9.659086101,106
11.08.2016,810.469971,813.880005,806,808.200012,808.200012,1281200,9.658568563,107
12.08.2016,805.090027,807.190002,803.640015,807.049988,807.049988,897300,9.656514225,108
15.08.2016,807.210022,811.359985,804.030029,805.960022,805.960022,929800,9.654564468,109
16.08.2016,803.5,804.26001,797,801.190002,801.190002,1057900,9.646000608,110
17.08.2016,800,805.630005,796.299988,805.419983,805.419983,1066100,9.653597457,111
18.08.2016,805.359985,808,801.630005,802.75,802.75,864600,9.64880695,112
19.08.2016,799.789978,801.22998,796.880005,799.650024,799.650024,1120800,9.643224916,113
22.08.2016,798.51001,799.299988,794.330017,796.950012,796.950012,852800,9.638345425,114
23.08.2016,800.47998,801,795.98999,796.590027,796.590027,917500,9.637693608,115
24.08.2016,796.859985,798.460022,790.76001,793.599976,793.599976,1283600,9.632268172,116
25.08.2016,792,794.719971,787.22998,791.299988,791.299988,1202700,9.628080925,117
26.08.2016,792.48999,799.400024,789.409973,793.219971,793.219971,1248900,9.631577191,118
29.08.2016,793.049988,798.52002,790.320007,795.820007,795.820007,766500,9.636298359,119
30.08.2016,792.880005,798,789.469971,791.919983,791.919983,1167400,9.629210855,120
31.08.2016,789.599976,791.570007,787.200012,789.849976,789.849976,1071400,9.625434844,121
01.09.2016,791.97998,792.890015,786.330017,791.400024,791.400024,1303500,9.628263299,122
02.09.2016,795.27002,797.099976,793.26001,796.869995,796.869995,1349900,9.638200565,123
06.09.2016,798.390015,810.890015,795.429993,808.02002,808.02002,1989500,9.658247228,124
07.09.2016,807.929993,810.599976,803.719971,807.98999,807.98999,1145300,9.65819361,125
08.09.2016,805.219971,808.419983,801.01001,802.840027,802.840027,1175200,9.648968736,126
09.09.2016,798.77002,801.75,788.049988,788.47998,788.47998,1887600,9.622930314,127
12.09.2016,784.52002,800.169983,783.5,798.820007,798.820007,1863700,9.641726656,128
13.09.2016,794.01001,795.789978,784.330017,788.719971,788.719971,1809000,9.623369363,129
14.09.2016,787.530029,796.330017,787.530029,790.460022,790.460022,1292100,9.626548689,130
15.09.2016,790.01001,803.650024,788.659973,801.22998,801.22998,1557200,9.646072594,131
16.09.2016,799.02002,799.02002,793.619995,797.969971,797.969971,2130600,9.640190646,132
19.09.2016,801.109985,803.98999,793.559998,795.390015,795.390015,1146700,9.635518641,133
20.09.2016,800,802.75,798.26001,799.780029,799.780029,1049200,9.643459446,134
21.09.2016,801.26001,805.909973,796.030029,805.030029,805.030029,1348500,9.652898789,135
22.09.2016,810,819.059998,807.710022,815.950012,815.950012,1759300,9.67233696,136
23.09.2016,815.140015,817,812.72998,814.960022,814.960022,1411700,9.670585479,137
26.09.2016,809.820007,810.080017,800.450012,802.650024,802.650024,1472700,9.648627263,138
27.09.2016,801.830017,813.48999,801.830017,810.72998,810.72998,1367300,9.663077683,139
28.09.2016,804.080017,810.25,802.780029,810.059998,810.059998,1470300,9.661884957,140
29.09.2016,807.22998,813.909973,800.859985,802.640015,802.640015,1350000,9.648609272,141
30.09.2016,803.599976,808.090027,801.5,804.059998,804.059998,1660200,9.651159347,142
03.10.2016,802.549988,803.539978,796.22998,800.380005,800.380005,1489200,9.644541316,143
04.10.2016,805,806.5,799.669983,802.789978,802.789978,1258700,9.648878796,144
05.10.2016,806,808.5,800.710022,801.22998,801.22998,1213800,9.646072594,145
06.10.2016,804.080017,806.950012,800.51001,803.080017,803.080017,1099900,9.649399931,146
07.10.2016,805.929993,805.940002,796.820007,800.710022,800.710022,1163100,9.645136053,147
10.10.2016,803.929993,817.380005,802.23999,814.169983,814.169983,1488500,9.669186223,148
11.10.2016,814.169983,819.859985,807.369995,809.570007,809.570007,1721600,9.661012032,149
12.10.2016,811.960022,814.5,808.549988,811.77002,811.77002,907900,9.66492725,150
13.10.2016,806.070007,806.559998,798.619995,804.080017,804.080017,1369000,9.651195266,151
14.10.2016,807.450012,810.090027,802.320007,804.599976,804.599976,1111900,9.652127885,152
17.10.2016,805.98999,813.48999,803.830017,806.840027,806.840027,1056400,9.656138847,153
18.10.2016,814.210022,828.809998,813.330017,821.48999,821.48999,2273700,9.682099186,154
19.10.2016,822.880005,829.799988,822.880005,826.840027,826.840027,1500100,9.691464421,155
20.10.2016,827.559998,828.469971,820.549988,821.630005,821.630005,1393900,9.682345058,156
21.10.2016,820,824.289978,818.309998,824.059998,824.059998,1615800,9.68660557,157
24.10.2016,830.090027,837.940002,829.039978,835.73999,835.73999,1447600,9.70691036,158
25.10.2016,838.5,838.5,825.299988,828.549988,828.549988,1890700,9.69444493,159
26.10.2016,827.119995,827.710022,816.349976,822.099976,822.099976,1794900,9.683170041,160
27.10.2016,823.01001,826.580017,814.609985,817.349976,817.349976,2973500,9.674810139,161
28.10.2016,829.940002,839,817,819.559998,819.559998,4354900,9.678705759,162
31.10.2016,822.429993,822.630005,808,809.900024,809.900024,2242700,9.661600019,163
01.11.2016,810.869995,813.960022,798.26001,805.47998,805.47998,2355900,9.653704921,164
02.11.2016,806.76001,806.76001,785,788.419983,788.419983,2350700,9.622820533,165
03.11.2016,784.5,790,778.630005,782.190002,782.190002,2175200,9.611375285,166
04.11.2016,771.299988,788.47998,771,781.099976,781.099976,1970600,9.609363406,167
07.11.2016,794.950012,805,792.900024,802.030029,802.030029,1992600,9.647512444,168
08.11.2016,802.030029,816.039978,799.619995,811.97998,811.97998,1754700,9.665300347,169
09.11.2016,801.830017,811.710022,792.039978,805.590027,805.590027,3098500,9.653902013,170
10.11.2016,810,810.059998,768.22998,780.289978,780.289978,5909600,9.60786656,171
11.11.2016,776.809998,777.289978,765.539978,771.75,771.75,3592600,9.591989768,172
14.11.2016,771.76001,771.780029,743.590027,753.219971,753.219971,3672000,9.556927442,173
15.11.2016,765.469971,780.23999,765.219971,775.159973,775.159973,2943900,9.598350266,174
16.11.2016,770.419983,783.5,766.330017,779.97998,779.97998,1794300,9.607293284,175
17.11.2016,782.5,788.900024,779.849976,786.159973,786.159973,1533700,9.618679101,176
18.11.2016,787.169983,791.289978,775.349976,775.969971,775.969971,1806300,9.599857013,177
21.11.2016,778.099976,786.549988,776.299988,784.799988,784.799988,1630800,9.616181209,178
22.11.2016,788.98999,793.77002,783.73999,785,785,1394200,9.616548844,179
23.11.2016,789.52002,789.52002,772.650024,779,779,1310500,9.605479518,180
25.11.2016,782.609985,782.900024,778.190002,780.22998,780.22998,613500,9.607755624,181
28.11.2016,778.349976,799.73999,778.099976,785.789978,785.789978,2575400,9.617999957,182
29.11.2016,788.380005,796.440002,785.340027,789.440002,789.440002,1562000,9.624685814,183
30.11.2016,789.099976,791.51001,773.150024,775.880005,775.880005,2279100,9.599689737,184
01.12.2016,778.549988,778.599976,753.359985,764.330017,764.330017,2867100,9.578051879,185
02.12.2016,761.900024,770.5,759,764.460022,764.460022,1718800,9.578297247,186
05.12.2016,770,780,766.969971,778.219971,778.219971,1688500,9.604034194,187
06.12.2016,780.190002,785.280029,773.320007,776.179993,776.179993,1734100,9.600247436,188
07.12.2016,779.950012,792,773.530029,791.469971,791.469971,2029400,9.628390804,189
08.12.2016,792.950012,799,787.909973,795.169983,795.169983,1612500,9.635119487,190
09.12.2016,799.299988,809.950012,798.049988,809.450012,809.450012,1904500,9.660798179,191
12.12.2016,804.820007,811.349976,804.530029,807.900024,807.900024,1628600,9.658032963,192
13.12.2016,812.390015,824.299988,811.940002,815.340027,815.340027,2128200,9.671258032,193
14.12.2016,815.919983,824.26001,812.780029,817.890015,817.890015,1799700,9.675763041,194
15.12.2016,817.359985,823,812,815.650024,815.650024,1769700,9.671806449,195
16.12.2016,818.309998,819.200012,808.119995,809.840027,809.840027,2589100,9.661493141,196
19.12.2016,809.280029,816.219971,804.5,812.5,812.5,1263600,9.666224003,197
20.12.2016,813.369995,816.48999,811,815.200012,815.200012,1271900,9.671010263,198
21.12.2016,815.719971,815.719971,805.099976,812.200012,812.200012,1459600,9.665691238,199
22.12.2016,809.099976,811.070007,806.030029,809.679993,809.679993,1131600,9.661208019,200
23.12.2016,808.01001,810.969971,805.109985,807.799988,807.799988,764100,9.657854314,201
27.12.2016,808.679993,816,805.799988,809.929993,809.929993,976000,9.661653403,202
28.12.2016,813.330017,813.330017,802.440002,804.570007,804.570007,1214800,9.652074148,203
29.12.2016,802.330017,805.75,798.140015,802.880005,802.880005,1056500,9.649040575,204
30.12.2016,803.210022,803.289978,789.619995,792.450012,792.450012,1735900,9.630176122,205
03.01.2017,800.619995,811.440002,796.890015,808.01001,808.01001,1959000,9.658229356,206
04.01.2017,809.890015,813.429993,804.109985,807.77002,807.77002,1515300,9.657800792,207
05.01.2017,807.5,813.73999,805.919983,813.02002,813.02002,1340500,9.667147068,208
06.01.2017,814.98999,828.960022,811.5,825.210022,825.210022,2017100,9.688617532,209
09.01.2017,826.369995,830.429993,821.619995,827.179993,827.179993,1406800,9.692057481,210
10.01.2017,827.070007,829.409973,823.140015,826.01001,826.01001,1197400,9.690015455,211
11.01.2017,826.619995,829.900024,821.469971,829.859985,829.859985,1325400,9.696724133,212
12.01.2017,828.380005,830.380005,821.01001,829.530029,829.530029,1349500,9.696150397,213
13.01.2017,831,834.650024,829.52002,830.940002,830.940002,1290200,9.698600501,214
17.01.2017,830,830.179993,823.200012,827.460022,827.460022,1439700,9.692545801,215
18.01.2017,829.799988,829.809998,824.080017,829.02002,829.02002,1027700,9.695263132,216
19.01.2017,829,833,823.960022,824.369995,824.369995,1070500,9.687148185,217
20.01.2017,829.090027,829.23999,824.599976,828.169983,828.169983,1306200,9.693783103,218
23.01.2017,831.609985,845.539978,828.700012,844.429993,844.429993,2457400,9.721834012,219
24.01.2017,846.97998,851.52002,842.280029,849.530029,849.530029,1688400,9.730521134,220
25.01.2017,853.549988,858.789978,849.73999,858.450012,858.450012,1655400,9.745590318,221
26.01.2017,859.049988,861,850.52002,856.97998,856.97998,3493300,9.743117692,222
27.01.2017,859,867,841.900024,845.030029,845.030029,3752500,9.7228588,223
30.01.2017,837.059998,837.22998,821.030029,823.830017,823.830017,3516900,9.686202883,224
31.01.2017,819.5,823.070007,813.400024,820.190002,820.190002,2020200,9.679814347,225
01.02.2017,824,824,812.25,815.23999,815.23999,2251000,9.671081012,226
02.02.2017,815,824.559998,812.049988,818.26001,818.26001,1689200,9.676415536,227
03.02.2017,823.130005,826.130005,819.349976,820.130005,820.130005,1528100,9.67970881,228
06.02.2017,820.919983,822.390015,814.289978,821.619995,821.619995,1350900,9.682327481,229
07.02.2017,825.5,831.919983,823.289978,829.22998,829.22998,1666600,9.695628466,230
08.02.2017,830.530029,834.25,825.109985,829.880005,829.880005,1302200,9.696758937,231
09.02.2017,831.72998,831.97998,826.5,830.059998,830.059998,1194200,9.69707181,232
10.02.2017,832.950012,837.150024,830.51001,834.849976,834.849976,1415100,9.705373156,233
13.02.2017,837.700012,841.73999,836.25,838.960022,838.960022,1295700,9.712458255,234
14.02.2017,839.77002,842,835.830017,840.030029,840.030029,1296300,9.714297091,235
15.02.2017,838.809998,841.77002,836.219971,837.320007,837.320007,1357200,9.709635287,236
16.02.2017,838.5,842.690002,837.26001,842.169983,842.169983,1005100,9.717967645,237
17.02.2017,841.309998,846.940002,839.780029,846.549988,846.549988,1461200,9.72545145,238
21.02.2017,847.98999,852.200012,846.549988,849.27002,849.27002,1260300,9.730079512,239
22.02.2017,848,853.789978,846.710022,851.359985,851.359985,1224400,9.733625473,240
23.02.2017,851.080017,852.619995,842.5,851,851,1386700,9.733015322,241
24.02.2017,847.650024,848.359985,842.960022,847.809998,847.809998,1346200,9.72759717,242
27.02.2017,844.950012,850.669983,843.01001,849.669983,849.669983,1010300,9.730758788,243
28.02.2017,847.349976,848.830017,841.440002,844.929993,844.929993,1383100,9.722688001,244
01.03.2017,851.380005,858,849.02002,856.75,856.75,1818700,9.742730477,245
02.03.2017,856.309998,856.48999,848.719971,849.849976,849.849976,1250900,9.731064375,246
03.03.2017,848.940002,850.820007,844.710022,849.080017,849.080017,1005000,9.729756709,247
06.03.2017,846.859985,848.940002,841.169983,847.27002,847.27002,1047900,9.726678011,248
07.03.2017,847.26001,853.330017,845.52002,851.150024,851.150024,1038700,9.733269634,249
08.03.2017,853.119995,856.929993,851.25,853.640015,853.640015,1028800,9.737483995,250
09.03.2017,853.690002,860.710022,852.669983,857.840027,857.840027,1347700,9.744564824,251
10.03.2017,862.700012,864.22998,857.609985,861.409973,861.409973,1336600,9.750556216,252
13.03.2017,860.830017,867.130005,860.820007,864.580017,864.580017,1166600,9.755855681,253
14.03.2017,863.75,867.580017,860.130005,865.909973,865.909973,1061700,9.758073228,254
